"Time","C1_39.05nM","C2_78.12nM","C3_156.2nM","C4_312.5nM","C5_625nM","C6_1250nM","C7_2500nM","C8_5000nM"
-35.86,-0.0695496,-0.113314,-0.146362,-0.0484942,-0.0432129,-0.086731,-0.116516,-0.0320452
-35.76,-0.0754085,-0.120758,-0.159241,-0.0559387,-0.0553589,-0.0964961,-0.119629,-0.0394897
-35.66,-0.0719299,-0.124664,-0.155762,-0.0500793,-0.0526123,-0.0883179,-0.121216,-0.043396
-35.56,-0.0793152,-0.113312,-0.156494,-0.0437927,-0.0623779,-0.0988159,-0.111816,-0.0371093
-35.46,-0.0691833,-0.106293,-0.155762,-0.0430603,-0.0494995,-0.0980836,-0.106384,-0.0219116
-35.36,-0.0742493,-0.111359,-0.156128,-0.0437927,-0.0447998,-0.108582,-0.116882,-0.0300903
-35.26,-0.0675974,-0.0992737,-0.149475,-0.0364075,-0.0526123,-0.0964976,-0.114563,-0.0250244
-35.16,-0.0691833,-0.10318,-0.155762,-0.0547791,-0.0709839,-0.0980835,-0.114197,-0.0199585
-35.06,-0.0644836,-0.0968947,-0.14673,-0.0426345,-0.0529785,-0.0988159,-0.111818,-0.0152602
-34.96,-0.0675964,-0.094574,-0.144409,-0.0367737,-0.0604248,-0.106263,-0.10791,-0.0183716
-34.86,-0.0691833,-0.0961599,-0.145996,-0.0528249,-0.0717773,-0.112915,-0.119263,-0.0344228
-34.76,-0.0691841,-0.0984802,-0.141663,-0.0551453,-0.0674438,-0.112916,-0.119263,-0.0269775
-34.66,-0.0812683,-0.103546,-0.151428,-0.063324,-0.0819092,-0.128113,-0.121582,-0.0351563
-34.56,-0.0675964,-0.0851763,-0.129946,-0.0610064,-0.0674438,-0.111328,-0.112978,-0.0230731
-34.46,-0.0691833,-0.0961609,-0.124512,-0.059845,-0.0721436,-0.117613,-0.114197,-0.0316772
-34.36,-0.0644836,-0.0840163,-0.112366,-0.0437942,-0.0623779,-0.105469,-0.111816,-0.0172133
-34.26,-0.0742486,-0.0867615,-0.102234,-0.0528259,-0.0639648,-0.105102,-0.106384,-0.0140991
-34.16,-0.0644836,-0.0816956,-0.100647,-0.0551453,-0.069397,-0.105103,-0.111816,-0.0125122
-34.06,-0.0695496,-0.0937797,-0.115112,-0.0504448,-0.0740967,-0.110535,-0.111816,-0.0172111
-33.96,-0.0641174,-0.0766296,-0.102234,-0.0450134,-0.0643311,-0.105101,-0.101685,-0.00744629
-33.86,-0.0550842,-0.0773635,-0.0975342,-0.0359817,-0.0498657,-0.0957031,-0.0922852,-0.00274801
-33.76,-0.06253,-0.0797424,-0.100647,-0.0434265,-0.0475464,-0.103149,-0.0899658,-0.0101929
-33.66,-0.0496521,-0.0836487,-0.0924683,-0.0352478,-0.0545654,-0.107056,-0.0969849,-0.0043335
-33.56,-0.0496521,-0.0691841,-0.0877693,-0.0375679,-0.0592651,-0.09375,-0.08722,-0.0027473
-33.46,-0.0664368,-0.0722961,-0.0924683,-0.0504456,-0.0643311,-0.108216,-0.0969849,-0.0101929
-33.36,-0.0648499,-0.082061,-0.0979004,-0.0551445,-0.0740967,-0.117981,-0.0950317,-0.0125114
-33.26,-0.067231,-0.0699768,-0.0838623,-0.0551453,-0.0740967,-0.108216,-0.0950317,-0.00860596
-33.16,-0.0695496,-0.0754089,-0.0936279,-0.0602112,-0.0725098,-0.116394,-0.100098,-0.0230713
-33.06,-0.0594177,-0.0699784,-0.0807511,-0.0403153,-0.057312,-0.101196,-0.0833145,-0.01996
-32.96,-0.0449524,-0.0602112,-0.0791626,-0.0387268,-0.057312,-0.101197,-0.083313,-0.0101929
-32.86,-0.0500183,-0.0722954,-0.0791626,-0.0531914,-0.0627441,-0.103516,-0.0883789,-0.0253899
-32.76,-0.0332329,-0.0621643,-0.0690308,-0.0500793,-0.057312,-0.0933831,-0.0829468,-0.0199585
-32.66,-0.0379333,-0.0523987,-0.0592651,-0.0367737,-0.0475464,-0.0820313,-0.0755005,-0.0101929
-32.56,-0.0382996,-0.0675957,-0.0615837,-0.0512382,-0.0498657,-0.0917969,-0.0754997,-0.0253899
-32.46,-0.0359802,-0.0535583,-0.0545654,-0.0414734,-0.0361938,-0.0750117,-0.0786133,-0.0230713
-32.36,-0.0301208,-0.0453801,-0.0545654,-0.0430608,-0.0424805,-0.0765991,-0.0704346,-0.019959
-32.26,-0.0371392,-0.0496521,-0.0565186,-0.0473328,-0.0467529,-0.0953362,-0.0774536,-0.0219116
-32.16,-0.0257874,-0.0449524,-0.0420532,-0.0457458,-0.0334473,-0.0976563,-0.067688,-0.024231
-32.06,-0.0187683,-0.0265826,-0.035036,-0.028963,-0.0311279,-0.0890503,-0.0629901,-0.012514
-31.96,-0.0133362,-0.0309143,-0.041687,-0.0332947,-0.0280151,-0.0933831,-0.0559692,-0.012146
-31.86,-0.00900269,-0.0211494,-0.041687,-0.0387275,-0.0182495,-0.0836182,-0.0559692,-0.0105598
-31.76,-0.00900114,-0.023468,-0.0342407,-0.0289612,-0.0205688,-0.085936,-0.0415039,-0.00549316
-31.66,0.0108948,-0.00357056,-0.0241089,-0.0188293,-0.00378418,-0.0691528,-0.0360718,-0.00708008
-31.56,0.0105286,-0.0070495,-0.0178222,-0.0238952,0.000915527,-0.0625,-0.034851,-0.00781244
-31.46,0.0226135,-0.00473022,-0.0155029,-0.0270081,0.0130005,-0.0601822,-0.0274658,-0.0101929
-31.36,0.00582886,-0.00472873,-0.0182495,-0.0317063,-0.00689697,-0.0769653,-0.0473633,-0.0172104
-31.26,0.0187087,-0.00161743,-0.0252686,-0.0332947,0.0110474,-0.0671983,-0.0391846,-0.00549316
-31.16,0.0249939,0.0128479,-0.0108032,-0.0211487,0.0274658,-0.0625,-0.0344849,-0.00549316
-31.06,0.0226135,0.0128483,-0.00848347,-0.0270076,0.0177002,-0.0699463,-0.0344844,-0.00549275
-30.96,0.0187073,0.0159607,-0.00262451,-0.0332947,0.0274658,-0.0640855,-0.0313721,-0.00549316
-30.86,0.0249939,0.0370774,0.00366211,-0.0309157,0.0372314,-0.0449219,-0.0169067,0.00427103
-30.76,0.0245667,0.0362854,-0.00378418,-0.0238953,0.0372314,-0.0476685,-0.0266724,-0.00549316
-30.66,0.0175476,0.0245667,0.00128174,-0.0238953,0.0469971,-0.0523682,-0.0200195,0.00427246
-30.56,0.0175476,0.0296326,-0.0057373,-0.028595,0.0438843,-0.0527344,-0.0294189,0.00115967
-30.46,0.0320129,0.0273132,-0.0010376,-0.0309143,0.0489502,-0.0527343,-0.0250854,-0.00354004
-30.36,0.0276794,0.0343322,-0.000671387,-0.0238953,0.052063,-0.0426025,-0.0196533,-0.000427306
-30.26,0.0320114,0.0393982,0.0137939,-0.0238953,0.0618286,-0.0379043,-0.0098877,0.00427246
-30.16,0.0175476,0.0226135,0.00402832,-0.0336609,0.0516968,-0.0523682,-0.0149536,0.00427246
-30.06,0.0273132,0.0339653,0.00872731,-0.0289619,0.0634155,-0.0546875,-0.0133674,0.00427175
-29.96,0.0187073,0.0276794,0.00714111,-0.0235291,0.0668945,-0.0496209,-0.0098877,0.00543213
-29.86,0.0300598,0.0421441,0.0169067,-0.0258491,0.0614624,-0.039856,-0.00012207,0.00701833
-29.76,0.0202953,0.0468445,0.00482178,-0.0211487,0.0567627,-0.0449208,-0.012207,-0.00744629
-29.66,0.0226135,0.0538635,0.0118408,-0.0172424,0.0665283,-0.0261841,0.00146484,-0.000793457
-29.56,0.00894165,0.042512,0.005189,-0.0188283,0.0598755,-0.0375366,-0.00482076,-0.012145
-29.46,0.023407,0.0401917,0.0098877,-0.0188293,0.0743408,-0.0398567,-0.00714111,0.00427246
-29.36,0.0152283,0.0437325,0.00482178,-0.0211479,0.0759277,-0.0449219,-0.012207,-0.00549239
-29.26,0.0175476,0.0315857,0.0020752,-0.0141296,0.0782471,-0.0507813,-0.0098877,-0.00549316
-29.16,0.0128479,0.0245667,0.00872803,-0.0172424,0.0782471,-0.050415,-0.0169067,-0.00860596
-29.06,0.00582886,0.0214539,0.00402832,-0.0121765,0.083313,-0.0574341,-0.0102539,-0.00354004
-28.96,-0.000823975,0.00540161,-0.00732422,-0.0235291,0.0696411,-0.0543206,-0.0216064,-0.0148926
-28.86,0.00387573,0.0128472,0.0020752,-0.0207832,0.0813599,-0.0496216,-0.00714111,-0.0172126
-28.76,-0.000823975,0.00814819,-0.0010376,-0.0278015,0.071228,-0.0527344,-0.00714111,-0.0203247
-28.66,-0.00119019,0.0108948,0.00402832,-0.0211487,0.0715942,-0.0523682,-0.00012207,-0.0152588
-28.56,0.00582886,0.0108948,0.00402832,-0.0141296,0.0841064,-0.0593872,-0.0102539,-0.0199585
-28.46,0.000762939,0.0124817,0.00402832,-0.0238953,0.0759277,-0.0546864,-0.0200195,-0.0222778
-28.36,0.0128479,0.0148,0.00402832,-0.0270091,0.0880127,-0.0476685,-0.00793457,-0.0152599
-28.26,-0.00704956,0.0101013,-0.0057373,-0.0317078,0.0735474,-0.0476685,-0.0247192,-0.0250244
-28.16,-0.0117493,0.0128479,0.00402832,-0.0317078,0.0731812,-0.0523682,-0.0180664,-0.0250244
-28.06,-0.023468,0.00271714,-0.00610244,-0.0387257,0.071228,-0.0566406,-0.0297841,-0.0269765
-27.96,-0.0285339,0.0050354,-0.00378418,-0.0364075,0.0684814,-0.0624995,-0.0274658,-0.039856
-27.86,-0.0231018,0.00814772,-0.00537109,-0.0403142,0.0813599,-0.0640869,-0.0313721,-0.0316777
-27.76,-0.0254204,0.00814819,-0.00769043,-0.0289612,0.0860596,-0.0496209,-0.0216064,-0.0316772
-27.66,-0.0109558,0.0155945,-0.00610352,-0.0289612,0.0977783,-0.0449219,-0.0141602,-0.024231
-27.56,-0.00704956,0.0214543,-0.0135494,-0.0266414,0.0880127,-0.0379028,-0.0071407,-0.0300899
-27.46,-0.016449,0.0167542,-0.00848389,-0.0367737,0.0880127,-0.0426021,0.00262451,-0.0250244
-27.36,-0.0203552,0.0151668,-0.0123901,-0.0188298,0.0911255,-0.0496216,0.0143433,-0.0266118
-27.26,-0.0285339,0.00308228,-0.0174561,-0.028595,0.0829468,-0.0593872,0.00457764,-0.0269775
-27.16,-0.023468,-0.00161743,-0.0123901,-0.0258484,0.0782471,-0.0640869,0.00964355,-0.0300903
-27.06,-0.0285339,-0.00704879,-0.0275871,-0.0356132,0.0731812,-0.0644531,-0.00244063,-0.0445549
-26.96,-0.0262146,-0.0191956,-0.0350342,-0.0367737,0.0704346,-0.0574341,0.00146484,-0.0445557
-26.86,-0.0332336,-0.0262146,-0.0252686,-0.0414734,0.0657349,-0.0605469,-0.00323486,-0.0394897
-26.76,-0.0476985,-0.039093,-0.0397339,-0.0559387,0.0489502,-0.0750117,-0.00793457,-0.0562744
-26.66,-0.0449524,-0.0453796,-0.0350342,-0.0531921,0.052063,-0.0668335,-0.0020752,-0.0465088
-26.56,-0.054718,-0.0379341,-0.0350349,-0.0531929,0.0567627,-0.0593872,0.0026238,-0.0367439
-26.46,-0.0496521,-0.0410461,-0.0350342,-0.0481262,0.052063,-0.0496224,0.0123901,-0.0367432
-26.36,-0.0617371,-0.0555107,-0.0350342,-0.0504448,0.039978,-0.0546875,0.00421143,-0.0367424
-26.26,-0.0675957,-0.0586243,-0.0447998,-0.0531921,0.0341187,-0.0507805,0.00653076,-0.0465088
-26.16,-0.0578308,-0.063324,-0.0334473,-0.0418396,0.0341187,-0.0410156,0.00653076,-0.0418091
-26.06,-0.0672302,-0.0652764,-0.0330803,-0.0461724,0.0391846,-0.0457153,0.00457835,-0.0465081
-25.96,-0.0742493,-0.0730896,-0.0377808,-0.0531921,0.0294189,-0.0457163,0.0143433,-0.0367432
-25.86,-0.0809021,-0.0914602,-0.0545654,-0.0500783,0.0180664,-0.0570679,0.00457764,-0.043395
-25.76,-0.0773613,-0.101227,-0.0643311,-0.0582581,0.0157471,-0.0593865,0.00653076,-0.0515747
-25.66,-0.0820618,-0.0968933,-0.0545654,-0.0531921,0.0204468,-0.0546875,0.0162964,-0.0418091
-25.56,-0.078949,-0.101227,-0.0612183,-0.059845,0.020813,-0.0426025,0.0096435,-0.0414429
-25.46,-0.0840149,-0.110992,-0.0662842,-0.0696106,0.0157471,-0.0523689,-0.00012207,-0.0465088
-25.36,-0.0793152,-0.116424,-0.0760498,-0.0750419,0.00756836,-0.0578003,-0.012207,-0.0445549
-25.26,-0.0754099,-0.10434,-0.069397,-0.0727234,0.0098877,-0.055482,-0.00518799,-0.0445557
-25.16,-0.0816956,-0.115692,-0.0807495,-0.0723572,0.00323486,-0.0570679,-0.00518799,-0.0512085
-25.06,-0.0742493,-0.116426,-0.0662856,-0.073091,0.0126343,-0.0546875,-0.000489712,-0.0449233
-24.96,-0.0773621,-0.109039,-0.069397,-0.0657043,0.0247192,-0.0410166,0.0162964,-0.0375366
-24.86,-0.0836487,-0.12271,-0.0709839,-0.0793752,0.00128174,-0.0523682,0.00964355,-0.0445547
-24.76,-0.0793145,-0.110992,-0.0709839,-0.0680237,0.00598145,-0.0523674,0.00964355,-0.0492554
-24.66,-0.0840149,-0.116425,-0.0733032,-0.0629578,0.00756836,-0.0449219,0.0139771,-0.0562744
-24.56,-0.082428,-0.11722,-0.0549334,-0.0484942,0.0145874,-0.0265503,0.0209943,-0.0449237
-24.46,-0.0750427,-0.121918,-0.057312,-0.0395203,0.0266724,-0.0242327,0.0377808,-0.0426025
-24.36,-0.0984802,-0.128569,-0.0760498,-0.0676557,0.00793457,-0.0308838,0.0213623,-0.0445539
-24.26,-0.0957329,-0.132477,-0.065918,-0.0617981,0.0177002,-0.0250237,0.0272217,-0.0461426
-24.16,-0.0957336,-0.121124,-0.0615845,-0.0602112,0.0130005,-0.0133057,0.0288086,-0.0484619
-24.06,-0.0840149,-0.125825,-0.0693977,-0.0649116,0.0204468,-0.0187378,0.0338738,-0.0437629
-23.96,-0.0742493,-0.10788,-0.065918,-0.0617981,0.0258789,-0.00354081,0.0369873,-0.0238647
-23.86,-0.078949,-0.123077,-0.0811157,-0.0602104,0.0137939,-0.00860596,0.0319214,-0.0320427
-23.76,-0.084381,-0.103546,-0.0760498,-0.0649109,0.00872803,0.00115973,0.0452271,-0.0269775
-23.66,-0.078949,-0.10788,-0.072937,-0.0629578,0.0157471,0.00115967,0.0408936,-0.0336304
-23.56,-0.0742493,-0.118378,-0.076416,-0.0629577,0.0106812,-0.00390625,0.0358277,-0.0273437
-23.46,-0.0906677,-0.127411,-0.0854492,-0.0840759,-0.00341797,-0.0133057,0.0244751,-0.0461426
-23.36,-0.0988464,-0.134796,-0.0975342,-0.0848083,-0.00415039,-0.00860596,0.0139771,-0.041809
-23.26,-0.11331,-0.121124,-0.0928345,-0.0844421,-0.00848389,-0.0105573,0.0241089,-0.039856
-23.16,-0.108246,-0.118805,-0.0858154,-0.0707703,0.00286865,-0.00195313,0.0408936,-0.027771
-23.06,-0.115631,-0.135955,-0.0877675,-0.089507,-0.0135498,-0.00390625,0.0268565,-0.041808
-22.96,-0.100433,-0.130524,-0.0830688,-0.0696106,-0.000671387,0.00622588,0.0385742,-0.0219116
-22.86,-0.0968933,-0.125824,-0.0740967,-0.0746768,-0.0088501,0.0109253,0.0358276,-0.0269778
-22.76,-0.10318,-0.137177,-0.0854492,-0.0746765,-0.0182495,0.0109252,0.0342407,-0.0269775
-22.66,-0.103912,-0.137909,-0.0861816,-0.0746765,-0.0186157,0.00585938,0.0268555,-0.0222778
-22.56,-0.0964966,-0.130892,-0.0693988,-0.0633258,-0.0115967,0.022644,0.0452253,-0.00860775
-22.46,-0.103546,-0.116058,-0.0643311,-0.0629578,-0.00689697,0.0206917,0.0408936,-0.0152588
-22.36,-0.113312,-0.115693,-0.0541992,-0.0508736,0.00323486,0.0327759,0.0440063,0.0093376
-22.26,-0.100431,-0.123077,-0.0584717,-0.0551453,0.00128174,0.0253931,0.0366211,0.0171509
-22.16,-0.0910339,-0.101593,-0.0354004,-0.0289612,0.0126343,0.046875,0.0534058,0.038269
-22.06,-0.0871277,-0.0992733,-0.0377803,-0.0219417,0.00323486,0.0491943,0.0405278,0.037476
-21.96,-0.0801086,-0.0965271,-0.0447998,-0.0266418,0.00598145,0.0421743,0.0311279,0.0210571
-21.86,-0.0914612,-0.103179,-0.041687,-0.0403127,-0.00378418,0.0324097,0.0291748,0.0140391
-21.76,-0.0910321,-0.0988464,-0.0342407,-0.0457458,-0.0010376,0.0206927,0.0237427,0.0167847
-21.66,-0.0742493,-0.0801086,-0.0272217,-0.0289612,0.0157471,0.0351563,0.026062,0.0304565
-21.56,-0.0742493,-0.0746766,-0.0252686,-0.028595,0.00598145,0.0374756,0.0291747,0.0144042
-21.46,-0.0695496,-0.0722961,-0.0108032,-0.0141296,0.0177002,0.0371094,0.0354614,0.0234375
-21.36,-0.0641174,-0.0652772,-0.0151367,-0.0238953,0.020813,0.02771,0.0361938,0.0241699
-21.26,-0.0648483,-0.0750427,-0.0158691,-0.0336609,0.0126343,0.0206925,0.0288086,0.0187378
-21.16,-0.0543518,-0.0621643,-0.010437,-0.0207825,0.020813,0.0324097,0.0408936,0.0288696
-21.06,-0.0648499,-0.0574645,-0.00573725,-0.0242614,0.0223999,0.0324097,0.0288087,0.0304566
-20.96,-0.0641174,-0.0543518,-0.0155029,-0.0235291,0.0161133,0.0226433,0.0244751,0.0241699
-20.86,-0.0762024,-0.0625297,-0.0155029,-0.0356132,0.0106812,0.0179443,0.019043,0.0218514
-20.76,-0.074615,-0.0625305,-0.0252686,-0.035614,0.00598145,-0.00195265,0.019043,0.0234375
-20.66,-0.0809021,-0.0641174,-0.0194092,-0.0328674,-0.0010376,0.00427246,0.0174561,0.0269165
-20.56,-0.0644836,-0.0496539,-0.0123919,-0.0258502,0.0110474,0.00585938,0.0319196,0.0382673
-20.46,-0.0597839,-0.0578308,-0.0275879,-0.0238953,0.0106812,-0.00390619,0.0335083,0.0452881
-20.36,-0.0672302,-0.0523987,-0.0319214,-0.0207825,0.00323486,0.00622559,0.0389404,0.0386352
-20.26,-0.0742492,-0.0457458,-0.0369873,-0.0242615,-0.00689697,0.0109254,0.0338745,0.0449219
-20.16,-0.0840149,-0.0555115,-0.0369873,-0.0235291,-0.0229492,0.00427246,0.0272217,0.050354
-20.06,-0.0793457,-0.0606086,-0.0420844,-0.0340583,-0.0190125,0.0152283,0.0354303,0.0597222
-19.96,-0.0722961,-0.0551453,-0.0350342,-0.0317078,-0.0209961,0.0132465,0.0311279,0.0698853
-19.86,-0.0594177,-0.0574665,-0.0221558,-0.0285969,-0.0088501,0.0187378,0.0534058,0.0874615
-19.76,-0.0793129,-0.0675964,-0.0373535,-0.035614,-0.0135498,0.0222801,0.0534058,0.0820313
-19.66,-0.0742493,-0.0523987,-0.0319214,-0.0211487,-0.00378418,0.02771,0.0581055,0.101929
-19.56,-0.0711365,-0.0496536,-0.0174575,-0.020784,-0.00378418,0.0304565,0.0729355,0.116759
-19.46,-0.0715027,-0.047699,-0.00769043,-0.0211487,-0.000671387,0.0499903,0.0924683,0.116394
-19.36,-0.0527649,-0.0332361,0.0137939,0.00033319,0.0153809,0.0761719,0.108887,0.132017
-19.26,-0.0547177,-0.0262146,0.00872803,0.000701904,0.0157471,0.086304,0.109253,0.130432
-19.16,-0.0461121,-0.0406799,0.0110474,0.00228882,0.0130005,0.0878906,0.113953,0.130432
-19.06,-0.0621643,-0.047698,0.00402933,-0.0137624,0.0110474,0.0765381,0.113954,0.123414
-18.96,-0.0644836,-0.0527649,-0.0010376,-0.0211487,0.00756836,0.0714729,0.113953,0.113647
-18.86,-0.0597839,-0.0457466,0.00909424,-0.0191963,0.0130005,0.0761719,0.108887,0.118346
-18.76,-0.0527634,-0.0410461,0.0153809,-0.0121765,0.0321655,0.0929581,0.127625,0.132019
-18.66,-0.0398865,-0.035614,0.020813,-0.00204468,0.0391846,0.0882568,0.140503,0.125732
-18.56,-0.0335999,-0.046112,0.0224,-0.0125427,0.0391846,0.0859375,0.149902,0.1203
-18.46,-0.0328674,-0.0336609,0.0305786,0.00265503,0.0375977,0.0929573,0.1651,0.123779
-18.36,-0.0285339,-0.0293281,0.0403442,0.0124199,0.0419312,0.0980225,0.154968,0.118346
-18.26,-0.0363467,-0.0340271,0.0333252,0.00228882,0.0372314,0.102722,0.144836,0.125366
-18.16,-0.0445862,-0.0504456,0.0333252,-0.00436401,0.0352783,0.0910034,0.158081,0.113647
-18.06,-0.0473022,-0.0527961,0.0251153,-0.0094611,0.0301819,0.0956726,0.164337,0.123016
-17.96,-0.0379333,-0.0359802,0.0356445,-0.0071106,0.0501099,0.102723,0.174866,0.135498
-17.86,-0.0516052,-0.0426335,0.0282593,-0.0110173,0.0450439,0.105835,0.182312,0.137878
-17.76,-0.0453171,-0.0410461,0.0352783,-0.00473022,0.0548096,0.117189,0.190918,0.154663
-17.66,-0.0398865,-0.0328674,0.0305786,-0.0039978,0.0548096,0.115601,0.184631,0.154663
-17.56,-0.023468,-0.0281692,0.0333238,0.00814676,0.0548096,0.1203,0.193663,0.164427
-17.46,-0.0332336,-0.0328674,0.0286255,0.000701904,0.0567627,0.110536,0.191284,0.157776
-17.36,-0.0332336,-0.038301,0.0231934,0.00503397,0.0567627,0.115234,0.194031,0.162474
-17.26,-0.0254201,-0.0231018,0.0383911,0.0104675,0.0614624,0.130067,0.208496,0.167175
-17.16,-0.0218811,-0.0265808,0.0302124,0.0101013,0.0731812,0.141785,0.215515,0.169128
-17.06,-0.0113831,-0.0289627,0.0336899,0.0252975,0.083313,0.144897,0.225279,0.171446
-16.96,-0.0140686,-0.0457458,0.032959,0.014801,0.0880127,0.141419,0.215515,0.164429
-16.86,-0.00942993,-0.0406803,0.0258789,0.00772059,0.083313,0.148804,0.212769,0.159729
-16.76,-0.0238346,-0.0605774,0.0134277,0.000335693,0.071228,0.132019,0.181152,0.139832
-16.66,-0.0242615,-0.0750427,0.00128174,0.00424194,0.0782471,0.122253,0.171753,0.120667
-16.56,-0.0281677,-0.0766301,0.00909377,0.00265456,0.0782471,0.125366,0.160034,0.123413
-16.46,-0.0304871,-0.0773621,0.00366211,0.0101013,0.0809937,0.119936,0.145996,0.12146
-16.36,-0.0203552,-0.0719315,0.00439453,0.0252975,0.0864258,0.130432,0.160034,0.121458
-16.26,-0.0156537,-0.0625305,0.0134277,0.0374451,0.0888062,0.129701,0.153015,0.12616
-16.16,-0.0109558,-0.0410461,0.0204468,0.0511169,0.100525,0.132019,0.159668,0.130066
-16.06,-0.00393677,-0.0242625,0.0372304,0.0464162,0.11731,0.133972,0.154967,0.132384
-15.96,-0.000823975,-0.0309143,0.0258789,0.0366516,0.105957,0.110902,0.140503,0.118713
-15.86,0.00857544,-0.0215163,0.0333252,0.0464158,0.108337,0.110168,0.144836,0.124999
-15.76,0.0011288,-0.0191956,0.0255127,0.0319519,0.107544,0.0933224,0.123322,0.108154
-15.66,-0.00430298,-0.0215149,0.0184937,0.0393982,0.100525,0.0808716,0.108887,0.0941162
-15.56,0.0108948,-0.00161897,0.0336899,0.0545944,0.105957,0.0933228,0.0994858,0.10388
-15.46,0.0155945,-0.00161743,0.0380249,0.0491638,0.113403,0.0878899,0.108887,0.103882
-15.36,0.0105286,-0.00393599,0.0333252,0.039399,0.108337,0.0831909,0.0944214,0.094117
-15.26,0.0175476,0.00308228,0.0333252,0.0417175,0.123962,0.0753784,0.101074,0.0941162
-15.16,0.0175476,0.0128479,0.0333252,0.0346985,0.119263,0.0636597,0.0870056,0.0941162
-15.06,0.0175476,-2.90275e-05,0.0302139,0.0249344,0.119263,0.0558472,0.0698257,0.0812393
-14.96,0.0108948,-0.00161743,0.0305786,0.026886,0.11261,0.0472419,0.053772,0.0698853
-14.86,0.0155945,0.00308156,0.0403442,0.0268853,0.127075,0.0472412,0.0631714,0.0843499
-14.76,0.00582809,-0.00161743,0.0188599,0.0124207,0.11261,0.0371086,0.0600586,0.074585
-14.66,0.000762939,-0.0137024,0.0165405,0.0101013,0.100525,0.022644,0.050293,0.0648193
-14.56,0.0128479,0.00503433,0.0235585,0.0171193,0.11731,0.022644,0.0573109,0.0648183
-14.46,-0.00588989,-0.00668335,0.00872803,0.0120544,0.102478,0.0062263,0.0506592,0.0531006
-14.36,-0.00119019,0.00778127,0.0184937,0.00735402,0.0977783,0.0136719,0.0483398,0.0675652
-14.26,-0.00704909,0.0050354,0.020813,0.00735474,0.0880127,0.0109258,0.0455933,0.0617065
-14.16,-0.00863647,0.00814819,0.0169067,0.00576782,0.0911255,0.0206909,0.0455933,0.0601196
-14.06,-0.0137024,0.00973588,0.0184944,0.00344926,0.0860596,0.00622559,0.045594,0.0503548
-13.96,0.000762939,0.00973511,0.0282593,0.0050354,0.0907593,0.0136715,0.0600586,0.0480347
-13.86,-0.00198364,0.00698894,0.020813,0.00735515,0.0848999,0.0078125,0.0623779,0.0452885
-13.76,-0.0117503,0.00698853,0.00402832,0.00735474,0.0755005,0.0050649,0.0455933,0.0355225
-13.66,-0.0184021,0.000335693,0.00714111,0.00576782,0.0618286,-0.00628662,0.0342407,0.0288696
-13.56,-0.0137024,0.0148003,0.00872731,0.0151665,0.0665283,0.00115967,0.0416863,0.0402215
-13.46,-0.00393677,0.0101013,0.0157471,0.0120544,0.0665283,0.0109253,0.0385742,0.0355225
-13.36,-0.00863647,0.0128479,0.0110474,0.00735474,0.0618286,0.0078125,0.0436401,0.0355225
-13.26,-0.015657,0.0128479,0.00402832,0.0124207,0.0548096,0.00817722,0.0389404,0.0308228
-13.16,-0.0156555,0.0128479,0.00402832,-0.00436401,0.0450439,-0.00860596,0.0338745,0.0140381
-13.06,-0.0109558,0.0128472,0.00561452,0.0101006,0.0466309,-0.00390625,0.0385735,0.0187371
-12.96,-0.0137024,0.0128479,0.00793457,0.00424194,0.0489502,4.73112e-07,0.0327148,0.0257568
-12.86,-0.0137024,0.0159602,0.00634766,0.00265456,0.052063,-0.00158691,0.0342407,0.0288692
-12.76,-0.0117493,0.00778198,0.00402832,0.00265503,0.0372314,0.00311279,0.0436401,0.0335693
-12.66,-0.0117493,0.014801,0.00402832,0.00540161,0.0372314,0.00311279,0.0405273,0.0335693
-12.56,-0.00900269,0.00778305,0.00207627,0.00503647,0.0352783,-0.00390625,0.0288097,0.0218517
-12.46,-0.00198364,0.0101013,0.0020752,0.00735474,0.0352783,0.0128769,0.0358276,0.0218506
-12.36,-0.00198364,0.00308377,-0.0108032,-0.0024094,0.0223999,0.00311279,0.026062,0.0120865
-12.26,0.0061943,0.00619507,-0.00262451,0.00576782,0.0305786,0.00152511,0.0194092,0.0249634
-12.16,-0.0105896,0.00778198,-0.00769043,-0.00631714,0.0255127,-0.000793457,0.0143433,0.0167847
-12.06,-0.0273743,-0.00668186,-0.00768894,-0.00631565,0.0110474,-0.0105591,0.00964504,0.00232083
-11.96,-0.0207214,0.00308228,-0.0123901,-0.00631714,0.00402832,-0.00079423,0.00262451,0.00231934
-11.86,-0.0304871,-0.00198287,-0.0147095,0.000336466,0.00561523,-0.0105591,-0.00244141,0.00232011
-11.76,-0.023468,-0.00473022,-0.0205688,-0.00241089,-0.00183105,-0.00860596,0.00146484,-0.00744629
-11.66,-0.0281677,0.000335693,-0.0135498,0.00265503,-0.00183105,-0.00860596,-0.00323486,-0.0105591
-11.56,-0.0304871,-0.00198436,-0.00885081,0.000334976,-0.00183105,-0.00701904,0.00653004,-0.0105598
-11.46,-0.0265808,-0.00473022,-0.0115967,-0.00241089,-0.00183105,-0.00469971,-0.00323486,-0.00628662
-11.36,-0.0312805,0.0050354,-0.0162964,-0.00552368,-0.00183105,-0.00939941,-0.00323486,-0.0133057
-11.26,-0.0359797,-0.00784302,-0.0233154,-0.019989,-0.0162964,-0.016418,-0.00634766,-0.0133057
